threshold_probability,calls_per_readmission_tolerated,net_benefit_model,net_benefit_call_everyone,net_benefit_call_nobody,net_true_positives_per_1000,advantage_over_best_alternative
0.4000000000000001,1.4999999999999993,0.0008260422461605893,-0.4775198503009156,0.0,0.8260422461605893,0.0008260422461605893
0.4050000000000001,1.4691358024691354,0.0006532122786908724,-0.4899359834967215,0.0,0.6532122786908724,0.0006532122786908724
0.4100000000000001,1.4390243902439017,0.00046630956268906313,-0.5025625596280499,0.0,0.46630956268906315,0.00046630956268906313
0.4150000000000001,1.409638554216867,0.00028226352001196485,-0.5154049746676056,0.0,0.28226352001196486,0.00028226352001196485
0.4200000000000001,1.3809523809523803,0.00015172204521316947,-0.5284688106561196,0.0,0.15172204521316945,0.00015172204521316947
0.4250000000000001,1.3529411764705879,5.057401507105649e-05,-0.5417598437922597,0.0,0.050574015071056494,5.057401507105649e-05
0.4300000000000001,1.3255813953488365,5.057401507105649e-05,-0.5552840529483323,0.0,0.050574015071056494,5.057401507105649e-05
0.43500000000000005,1.2988505747126433,0.0,-0.5690476286381404,0.0,0.0,0.0
0.44000000000000006,1.2727272727272725,0.0,-0.5830569824652666,0.0,0.0,0.0
0.44500000000000006,1.2471910112359548,0.0,-0.5973187570820708,0.0,0.0,0.0
0.45000000000000007,1.2222222222222219,0.0,-0.6118398366919079,0.0,0.0,0.0
0.45500000000000007,1.1978021978021975,0.0,-0.6266273581294483,0.0,0.0,0.0
0.4600000000000001,1.1739130434782605,0.0,-0.6416887225565728,0.0,0.0,0.0
0.4650000000000001,1.1505376344086018,0.0,-0.657031607814111,0.0,0.0,0.0
0.4700000000000001,1.1276595744680846,0.0,-0.6726639814727345,0.0,0.0,0.0
0.4750000000000001,1.1052631578947365,0.0,-0.6885941146296178,0.0,0.0,0.0
0.4800000000000001,1.083333333333333,0.0,-0.7048305965010565,0.0,0.0,0.0
0.4850000000000001,1.0618556701030923,0.0,-0.7213823498651444,0.0,0.0,0.0
0.4900000000000001,1.0408163265306118,0.0,-0.7382586474128419,0.0,0.0,0.0
0.4950000000000001,1.0202020202020197,0.0,-0.7554691290703949,0.0,0.0,0.0
0.5000000000000001,0.9999999999999996,0.0,-0.7730238203610988,0.0,0.0,0.0
0.5050000000000001,0.9801980198019797,0.0,-0.7909331518798979,0.0,0.0,0.0
